Chroma,DO,electrical conductivity,TOC,TN,P conversion rate(%),lipid(%)
0.7685185185185185,0.8818978855079939,0.4163822525597269,0.9722455845248106,0.0724245628013777,-0.0751470750333062,0.232392516
-0.0092592592592592,0.4156781846312533,-1.6832764505119453,1.5441547518923462,-0.5383676300803675,-0.3343472844410313,1.533676534
0.0833333333333333,-0.2052604435275913,-0.8832764505119454,-0.3095037846930195,0.2308631391504017,0.763191498487051,1.33174205
-0.9351851851851852,0.112429087158329,0.5474402730375426,-0.0592094196804037,0.6837499129735937,-0.5185422998068422,1.424
0.6203703703703703,0.8818978855079939,-0.0150170648464163,0.7905803195962993,-0.4488153912743973,-0.2139340244977135,0.341508551
0.4907407407407407,0.2465188241361527,-1.7003412969283276,0.992430613961312,0.0379813940298507,0.0631172789262052,4.208456553
-0.976851851851852,-0.5590510572460029,0.825938566552901,0.4608915054667788,0.7957311070034443,-0.2909948037954896,6.173
1.25,0.06910778751934,0.1706484641638225,-0.0639192598822541,0.4834463768082664,0.9164980431728764,0.816154811
-0.3796296296296296,0.8818978855079939,1.336518771331058,0.4440706476030275,1.0574991896670496,-0.3547258946952708,9.347
0.4166666666666667,-0.4383702939659618,-1.5494880546075085,1.6972245584524808,-0.5659221650975891,-0.1480195166773696,11.50799233
-0.3425925925925926,-0.2176379577101598,0.2744027303754266,-0.1883936080740118,-0.3248199836969001,0.8689023659813346,1.822245062
0.7685185185185185,-0.5590510572460029,-0.5174061433447099,0.0134566862910008,-0.5659221650975891,0.7773691881831348,13.54468891
0.3611111111111111,-0.487880350696235,0.2716723549488055,1.3692178301093354,0.1895313366245694,-0.5779037200306049,1.215
0.1388888888888889,0.4012377514182569,-1.7003412969283276,-0.0134566862910008,-0.4396305462686568,-0.0631172789262051,2.427192887
1.101851851851852,-0.0464156781846311,-0.1406143344709897,-0.6529857022708159,-0.3893804773823192,-0.5779037200306049,1.467
1.273148148148148,0.5291387313047965,-0.315358361774744,0.3599663582842722,-0.5659221650975891,-0.4273529717571103,3.569049226
-0.0833333333333333,-0.333161423414131,-0.6266211604095563,-0.3420241100084104,-0.0379813940298507,0.1037618351256085,4.241
-0.0833333333333333,0.5724600309437855,-1.6193856655290102,1.6972245584524808,-0.5199979400688863,-0.458641193632285,12.859
-0.4722222222222222,-0.4796286745745228,-0.5174061433447099,-0.1379310344827586,-0.1089761260619977,0.9164980431728764,0.82
0.2129629629629629,-0.3558535327488395,-0.0532423208191126,-0.1278385197645081,0.3938941380022961,0.910194656420156,0.22163165
-0.8796296296296297,0.776689014956163,1.726962457337884,-0.6890664423885619,0.5224819680826637,0.2809312411988965,8.725
-0.0648148148148148,0.8818978855079939,1.4320819112627987,-0.0336417157275022,1.0574991896670496,-0.3547007325031228,13.674
-0.7685185185185185,-0.5590510572460029,1.437542662116041,0.8544995794785534,1.0574991896670496,-0.2244046824615605,6.69
0.0092592592592592,-0.5497679216090766,0.09419795221843,0.1749369217830108,-0.4878509825487946,0.2819862116913029,13.12245895
-0.6203703703703703,0.5146982980918001,0.4245733788395904,-0.6890664423885619,0.8692098670493686,0.2502904697790181,5.321
1.273148148148148,-0.5332645693656524,-0.3481228668941979,0.3734230445752731,-0.269710913662457,0.737860233394538,14.88848108
-0.4907407407407407,0.0464156781846311,0.0150170648464163,-0.6526492851135409,0.598256939380023,0.6347990602597485,0.165096233
-0.8796296296296297,-0.4920061887570912,1.726962457337884,-0.208578637510513,-0.5016282500574053,0.394946125202114,1.184
